comment,video,clean,label,label_id
Pecah banget ada dua orang ini 😂😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah banget orang,netral,1
Ayo bangun rumah di Minecraft 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ayo bangun rumah minecraft,netral,1
Semoga mael Lee bukan aliran yang suka menyesat2 sesama umat Islam ya yang sedikit2 bid’ah dikit2 bid’ah celana nya sudah sama soal nya cingkrang,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,moga mael lee alir suka menyesat2 umat islam ya sedikit2 bid ah dikit2 bid ah celana nya nya cingkrang,netral,1
"😂😂 fajar emang buat org2 sabarnya setipis tisue, next ketemu dr.tirta atau indi barend ya.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar emang org2 sabar setip tisue next ketemu dr tirta indi barend ya,netral,1
emg bsa tahan tawa? gokil si,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,emg bsa tahan tawa gokil si,netral,1
anj fajar lucu banget 🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,anj fajar lucu banget,netral,1
"Diantara semua podcast ini yg paling ngakak, asliii menghibur sih😂😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,podcast yg ngakak asliii hibur sih,netral,1
Keren sih ni orang dua selain pecah daging banget,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,keren sih ni orang pecah daging banget,netral,1
Kasian banget si ebel cobra di depak di goyang lidah😭,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kasi banget si ebel cobra depak goyang lidah,netral,1
masya allah barakallah fik bang,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,masya allah barakallah fik bang,netral,1
Pecah sih fajar ini masih bisa bertahan😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah sih fajar tahan,netral,1
wkwkwk ngakak,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wkwkwk ngakak,netral,1
Kocak bener ini asli Gass part 2 bang wkwkwkwkw,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kocak bener asli gass part bang wkwkwkwkw,netral,1
"Aku nonton Chanel sebelah karena ada praz teguh, sekrang karna gak da praz,, ke sini deh jadinya wkwk",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,nonton chanel belah praz teguh sekrang karna gak da praz deh wkwk,netral,1
Wkwkw moodboster bangett fajaar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wkwkw moodboster bangett fajaar,netral,1
"TOP BANGET EPISODE INI, GOKIIIIIILLLLLL",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,top banget episode gokiiiiiillllll,positif,2
Masya Allah terhibur banget saya,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,masya allah hibur banget,netral,1
"Ngeri,,pecah kali memang🎉🎉🎉🎉🎉😂😂😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngeri pecah kali,netral,1
"Yang kesini karna fajar 
Sini kumpul",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kesini karna fajar kumpul,netral,1
Cape ketWa terus😅😅😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cape ketwa,netral,1
combo MAUT mail sama fajar Buatkan program acara. hehehe,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,combo maut mail fajar buat program acara hehehe,netral,1
Kuocak banget😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kuocak banget,netral,1
"hai orang2 yg beriman, yg tidak beriman bukan hai",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hai orang2 yg iman yg iman hai,netral,1
"Ih asli pecah banget .. 
Ber3 ini bikin sketsa komedi lah pasti GONG😅",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ih asli pecah banget ber3 bikin sketsa komedi gong,netral,1
Kek penbulian tapi asik😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kek penbulian asik,netral,1
Ngakak parahhh🤣🤣🤣 ditambah ending nya ademm banget rasaan hati denger org ngaji☺️,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakak parahhh tambah ending nya ademm banget rasa hati denger org ngaji,netral,1
Kepruken ndase fajar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kepruken ndase fajar,netral,1
Mampusss lo fajar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mampusss lo fajar,netral,1
W,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Ngakak 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakak,netral,1
welcome to wahaboy mael wkwkw,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,welcome to wahaboy mael wkwkw,positif,2
saking susah nya cari bintang tamu preman setempat pun di ajak wkwkw,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,saking susah nya cari bintang tamu preman ajak wkwkw,netral,1
Keren epic👍😻👍 sekali,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,keren epic,positif,2
"Ku kira fajar gak akan ada tau""nya muncul juga,lucu bangett kolaborasi yang kocak😊😊😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ku fajar gak tau nya muncul lucu bangett kolaborasi kocak,netral,1
😅😅😅😅😅😅kekel aku,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kekel,netral,1
"Penutupan Ter epic , Jar sukses teruuus yaaa",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,tutup ter epic jar sukses teruuus yaaa,positif,2
Maa syaa Allah bang Maeel menemukan hidayah,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,maa syaa allah bang maeel temu hidayah,netral,1
Coba bang fraz undang bang ebel cobra 😊,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,coba bang fraz undang bang ebel cobra,netral,1
"Kayak nya partner part teguh disini cocok sama mael, cocok sama konsep juga",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kayak nya partner part teguh cocok mael cocok konsep,netral,1
Dimana ada fajar disitulah ada syaaa pasti menonton🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mana fajar situ syaaa tonton,netral,1
Vertigo gw lagi kambuh. Nonton ini makin pecah rasanya nahan ketawa 😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,vertigo gw kambuh nonton pecah nahan ketawa,netral,1
Pecah sih ini😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah sih,netral,1
Mael lee buat video 2018 /2025  😂 dia bulan 7tahun 😂 padahal 8tahun😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mael lee video 2018 2025 7tahun 8tahun,netral,1
Geblekkk....episode terkocak 😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,geblekkk episode kocak,netral,1
ger bgt 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ger bgt,netral,1
gw nonton 2x ditambah nonton di tiktok ttp ajj ketawa wkwkwkwk😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gw nonton 2x tambah nonton tiktok ttp ajj ketawa wkwkwkwk,netral,1
"Bikin program bareng gk sihh,seru banget sumpah wkk😅",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bikin program bareng gk sihh seru banget sumpah wkk,netral,1
"Yang satu emosian yang satu bikin emosi,, best lahh😂😂😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,emosi bikin emosi best lahh,positif,2
Cocok ni bertiga kocakk,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok ni tiga kocakk,netral,1
😎,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Yg tau ini dri tiktok hadir sini✌️,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,yg tau dri tiktok hadir,netral,1
Fajar ma mael le pecah.....yg suka esmosi 1 frame ma fajar pasti pecah seruuuu😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar ma mael le pecah yg suka esmosi frame ma fajar pecah seruuuu,netral,1
MasyaAllah Pajar suaranya merdu❤,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,masyaallah pajar suara merdu,netral,1
Maeel bolehlah culik ke titik kumpul da praz ketemu sama bos mafia (mamat fans mania)😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,maeel culik titik kumpul da praz ketemu bos mafia mamat fans mania,netral,1
Lucu bg cok😭 sakit perut ku😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lucu bg cok sakit perut ku,netral,1
Ngakak terussss😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakak terussss,netral,1
LG bete2 nonton ini jadi ngakak😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lg bete2 nonton ngakak,netral,1
Aku baru nonton acara ini sampe full gara” ada fajar sad boy kocak banget lucunya gak abis” 😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,nonton acara sampe full gara fajar sad boy kocak banget lucu gak abis,negatif,0
Boleh juga nihh seru maelee jadi ko-host,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,nihh seru maelee ko host,netral,1
Mana ni yg setuju Undang Megi sama mael,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ni yg tuju undang megi mael,netral,1
cocok kali kalian ber3 kocak 😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok kali ber3 kocak,netral,1
Sepanjang episode dibikin ngakak emang mantul manusia 3 iniiii😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,episode bikin ngakak emang mantul manusia iniiii,netral,1
"Wkwkwk fajar sadboy , kocaak",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wkwkwk fajar sadboy kocaak,netral,1
"Dari awal sampe akhir ketawa kaga berhenti wee, pecah bangat sih ini episode, keren bang mail keren fajar sadboy.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sampe ketawa kaga henti wee pecah bangat sih episode keren bang mail keren fajar sadboy,netral,1
"Satu kata buat Fajar "" keren "".",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar keren,netral,1
"Berdasarkan Sunah,,,!
Bang Mael Nabi gak pake Wig,,😂😅",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,dasar sunah bang mael nabi gak pake wig,netral,1
lucu banget. gatau mau koment apa,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lucu banget gatau koment,netral,1
Terima kasih kalian bertiga Sdh membuat moodbooster pagi saya Jadi semangat 😊😊,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,terima kasih tiga sdh moodbooster pagi semangat,netral,1
"sebelum nonton aja gua udah bayangin ini bakal lucu abisss,,   mael bakal emosi ke si fajar...    pasti inimah,,,   gow ahh gua mulai nonton🤣",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,nonton aja gua udah bayangin lucu abisss mael emosi si fajar inimah gow ahh gua nonton,netral,1
kacauuuuuu,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kacauuuuuu,netral,1
hahahhahaha keren abis ah,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hahahhahaha keren abis ah,netral,1
😂😂😂😂 maelle,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,maelle,netral,1
😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Lucu nya😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lucu nya,netral,1
Kocak parah...,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kocak parah,netral,1
hha,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hha,netral,1
Good boy fajar...☝🏻👍🏻 teruslah melantunkan Al-Qur'an di manapun berada.,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,good boy fajar terus lantun al qur an mana,positif,2
Ngakak parahh🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakak parahh,netral,1
"Ya Allah ngakaknya,, makasih fajar sudah buat aku ketawa ngeluarin sebentar beban dipundak",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ya allah ngakaknya makasih fajar ketawa ngeluarin sebentar beban pundak,netral,1
Poster jasa urut biduan😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,poster jasa urut biduan,netral,1
Jancook ngakak bngt gw 🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,jancook ngakak bngt gw,netral,1
Knpa gw sekarang suka nntoni acara yg Ada fajar ya 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,knpa gw suka nntoni acara yg fajar ya,netral,1
pecahh sihhh aku ga berhenti ketawaaa asli😂😂😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecahh sihhh ga henti ketawaaa asli,netral,1
😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
28:48  ini ni paleng pecah🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,28 48 ni paleng pecah,netral,1
Pecah siih,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah siih,netral,1
Sakit perut🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sakit perut,netral,1
"""Suprot""😭",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,suprot,netral,1
Merdu bgt suaranya fajar pas ngaji❤❤,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,merdu bgt suara fajar pas ngaji,netral,1
2 orang ini main di agak laen seru si pecah,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,orang main laen seru si pecah,positif,2
"Blok gua nonton sambil be*ak tiba"" Ada yang ngaji;((",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,blok gua nonton be ak ngaji,netral,1
"Lucu banget kalau ada Fajar bintang tamunya😂🤣, Sukses terus Fajar karena kamu salah satu orang yang viral dan bisa bertahan sampai sekarang di dunia Entertainment❤👍👍",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lucu banget fajar bintang tamu sukses fajar salah orang viral tahan dunia entertainment,netral,1
masyaAllah bang mael barakallahu fiikum,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,masyaallah bang mael barakallahu fiikum,netral,1
28:52 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,28 52,netral,1
"Bisa nih digabung mereka bertiga. 😂
Kocak parahh.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,nih gabung tiga kocak parahh,netral,1
fajar kereennn,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar kereennn,netral,1
"Alhamdulillah bg mail belajar agama dengan baik,sesuai dengan al quran dan sunnah....mirip kek saya dlu pelan2 ...alhamdulillah",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,alhamdulillah bg mail ajar agama sesuai al quran sunnah kek dlu pelan2 alhamdulillah,netral,1
Baguss.. mael lee mulai ikutin aliran sunnah... Kalo gkda contohnya sama nabi jgn diikutin...,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,baguss mael lee ikutin alir sunnah kalo gkda contoh nabi jgn diikutin,netral,1
.,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Pecah bngett ni bertiga 😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah bngett ni tiga,netral,1
Bikin sitkom seru banget pasti ngakak,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bikin sitkom seru banget ngakak,netral,1
Jadikan mael preman tetap di pojok terminal bang pras dapet nih kemistrinya,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,jadi mael preman pojok terminal bang pras dapet nih mistri,netral,1
"Gara2 di tiktok lucu, jd kesini. 😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gara2 tiktok lucu jd kesini,netral,1
"ngakak abis si ini 😂
si fajar juga makin ke sini udah pinter ambil posisi dan waktu 😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakak abis si si fajar udah pinter ambil posisi,netral,1
Undang dede Sunandar dong buat seruan-seruan aja😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,undang dede sunandar seru seru aja,netral,1
trio goks bener dah 🔥🔥🔥,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,trio goks bener dah,netral,1
Saran nih buat editor. Ayat al quran nya diletakan diatas waktu. Jd biar penonton jg bisa sambil menyimak.,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,saran nih editor ayat al quran nya leta atas jd biar tonton jg simak,netral,1
"Paket komplit nih...
Mail Lee,Fajar Sadboy,Praz Teguh 
Cocok diundang main sketsa di konten mail lee.😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,paket komplit nih mail lee fajar sadboy praz teguh cocok undang main sketsa konten mail lee,positif,2
Ngakak poool😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakak poool,netral,1
"makin susah bang maling HP sekarang, harus balik nama dulu baru bisa dijual",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,susah bang maling hp nama jual,netral,1
Mantap juga maellee di jadikan co-host nih..😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mantap maellee jadi co host nih,netral,1
"Wah maeel,,,,kau bukan gubernur menantu,,jgn kau rampas milik provinsi tetangga mu Aceh,,itu tugas gubernur itu",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,maeel kau gubernur menantu jgn kau rampas milik provinsi tetangga mu aceh tugas gubernur,netral,1
mael le tendem sma rigen cocok nih,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mael le tendem sma rigen cocok nih,netral,1
Kerennnnn kocak abissss😂😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kerennnnn kocak abissss,netral,1
Bikin Film Lucu Orang Bertiga Ini Judulnya Tiga Perantau,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bikin film lucu orang tiga judul rantau,netral,1
Hijrah🤔,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hijrah,netral,1
Yaa Allah w ngakak astaghfirullaaahh sakit perut w🤣🤣🤣🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,yaa allah ngakak astaghfirullaaahh sakit perut,netral,1
"Fajar kelasss sih, cara patah patahinnya masuk banget. Sumpah keren ini bocah 😅",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar kelasss sih patah patahinnya masuk banget sumpah keren bocah,netral,1
dimana pun fajar sadboy berada pasti seru👍🏻👍🏻👍🏻,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mana fajar sadboy seru,netral,1
Kocak,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kocak,netral,1
"Tanda tangan kontrak lah om ded bang mael , kami butuh orang seperti itu 😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,tanda tangan kontrak om ded bang mael butuh orang,netral,1
Sumpahhhhhhh demi apapunn ini episode paling PECAHHHHHHHHHHHH....tq bang pras udah undang mereka berdua😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sumpahhhhhhh apapunn episode pecahhhhhhhhhhhh tq bang pras udah undang dua,netral,1
Masyaallah tabarakallah..,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,masyaallah tabarakallah,netral,1
G diatas pun ak bisa nyimak,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,atas ak nyimak,netral,1
Fajar makin pinter hahahahah,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar pinter hahahahah,netral,1
Nonton ada mael dan si fajar😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,nonton mael si fajar,netral,1
Fajar mau ngambil apa di bawah tu😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar ngambil tu,netral,1
"klo ada si fajar pasti kocak, coba bikin podcast ber3",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,klo si fajar kocak coba bikin podcast ber3,netral,1
COMBO PECAH ANJIIIRRR😅😅😂😂😂😂😂😂👍👍 terusin om,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,combo pecah anjiiirrr terusin om,netral,1
"Fajar udah terkenal dan sukses sekarang, dan alhamdulilah banyak yang sayang sama dia karena dia anak baik yang tidak lupa daratan 😇",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar udah kenal sukses alhamdulilah sayang anak lupa darat,netral,1
Seru kalo bang praz yang bawa acaranya 😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,seru kalo bang praz bawa acara,netral,1
mail fajar wkwkwkwk,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mail fajar wkwkwkwk,netral,1
"Siapa yg dukung FAJAR tetap di PT? Jadi pengamen, pengemis, atau knekk >>>>",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,yg dukung fajar pt amen emis knekk,netral,1
ngakakk plisss😭😭😭😭,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakakk plisss,netral,1
WOY KALIAN BERTIGA AJA NAPA BIKIN PROGRAM SAHUR NANTI .. LUCU KALI SEMANGAT KAMI SAHUR 😂😂😂😂😂😂😂😂🎉,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,woy tiga aja napa bikin program sahur lucu kali semangat sahur,netral,1
"Ya Allah ngakak terus sama trio ini, sering2 barengan begini ya",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ya allah ngakak trio sering2 bareng ya,netral,1
21 jam 1 JT sekian penonton gilaa niii jos,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,21 jam jt sekian tonton gilaa niii jos,netral,1
gokss😭🤣🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gokss,netral,1
"Pas fajar muka sedih jangan di edit dong, lucu ituuu",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pas fajar muka sedih edit lucu ituuu,netral,1
Fajar si tenang tapi pasti.,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar si tenang,netral,1
ahahahaha ngakak,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ahahahaha ngakak,netral,1
"Sumpah aku kira fidionya 10 padahal 1 jam,GG sih pecah,naikin Dopamin pagi""",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sumpah fidionya 10 jam gg sih pecah naikin dopamin pagi,netral,1
lucu memang si fajar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lucu si fajar,netral,1
"Ngekek jar..fajar,sukses terus ya 😂😂😂😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngekek jar fajar sukses ya,netral,1
Mau ambil rokok dia tu,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ambil rokok tu,netral,1
mntp,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mntp,netral,1
"Masyaa Allah Fazar, Good Boy 🥰",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,masyaa allah fazar good boy,positif,2
Semua agama baik asal jangan demo di transmart 😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,agama demo transmart,netral,1
masya Allah....dia keren banget sekarang....manhaj salaf,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,masya allah keren banget manhaj salaf,netral,1
"Podcase apa siih inii wooyy... Petcaaah bangeettt dr awal nyampe akhir.... Kurang lama malah durasinya kalau kocak gini, ketawa nyampe nangeesss aku 😂😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,podcase siih ini wooyy petcaaah bangeettt dr nyampe durasi kocak gin ketawa nyampe nangeesss,netral,1
Cocok sih kalau di sini duet sama maellee,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok sih duet maellee,netral,1
Jadikan mereka pegawai tetap disini 😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,jadi pegawai,netral,1
Lucu lu jar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lucu lu jar,netral,1
Cocok nih bertiga 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok nih tiga,netral,1
Fajar best bnget 👍🏻👍🏻👍🏻 ngajinya juga bener & merdu.. salut,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar best bnget ngajinya bener merdu salut,positif,2
"Plot twist di akhir,,maasyaa Allah podcast kali ini keren banget,,boleh lah program ini buat mereka bertiga",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,plot twist maasyaa allah podcast kali keren banget program tiga,netral,1
"44:13 ayah mengajarkanku segalanya, tp ayah lupa mengajarkanku bagaimana cara hidup tanpanya, lg ketawa ketawa langsung JLEB.. 😢",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,44 13 ayah ajar tp ayah lupa ajar hidup tanpa lg ketawa ketawa langsung jleb,netral,1
Darrrr derrr dorrr...tek tokan mereka masuk semua😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,darrrr derrr dorrr tek tok masuk,netral,1
Gokillll. keren nih. Kali in nonton podtcase ga di majuin. Haha,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gokillll keren nih kali in nonton podtcase ga majuin haha,positif,2
Sakit perut ku bang 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sakit perut ku bang,netral,1
Fajar cocok bgt di duetin sama mael🤣🤣🤣 asli sepanjang obrolan ngakak terus 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar cocok bgt duetin mael asli obrol ngakak,netral,1
Perpaduan prass fajar mael kocakk gilaaa,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,padu prass fajar mael kocakk gilaaa,netral,1
